origen,destino,dia_semana,hora_dia,clima,es_hora_pico,es_fin_semana,mejor_ruta,num_estaciones,num_transbordos,tiempo_total,congestion_promedio,num_alternativas,num_estaciones_alternativas,calidad_ruta
Heroes,Calle 45,5,10,Lluvia fuerte,0,1,Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45,6,4,21.48,0.2,1,6,2.33
Calle 26,Comuneros,0,14,Lluvia fuerte,0,0,Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros,5,3,24.6,0.46,1,5,2.89
Ricaurte,Salitre El Greco,4,12,Lluvia,0,0,Ricaurte|Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Salitre El Greco,8,6,36.96,0.475,1,8,0.0
Calle 106,Calle 26,1,15,Lluvia fuerte,0,0,Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26,12,10,65.7,0.5,1,12,0.0
Calle 26,Flores,5,10,Lluvia fuerte,0,1,Calle 26|Marly|Calle 45|Calle 63|Flores,5,3,19.92,0.16,1,5,4.02
Calle 72,Tercer Milenio,0,21,Normal,0,0,Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio,9,7,32.9,0.478,1,9,0.0
Pepe Sierra,Calle 26,0,7,Lluvia fuerte,1,0,Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26,13,11,91.85,0.7,1,13,0.0
Av. Jimenez,Prado,3,21,Lluvia,0,0,Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado,17,15,78.48,0.512,1,17,0.0
Av. Jimenez,Alcala,3,13,Lluvia,0,0,Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala,18,16,83.76,0.5,1,18,0.0
Portal Norte,Calle 127,6,19,Lluvia fuerte,1,1,Portal Norte|Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127,8,6,40.09,0.375,1,8,0.0
Tercer Milenio,Calle 45,3,21,Lluvia,0,0,Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45,6,4,26.76,0.467,1,6,1.26
Calle 142,Prado,1,9,Normal,1,0,Calle 142|Alcala|Prado,3,1,9.1,0.567,1,3,6.34
Calle 85,Calle 45,3,7,Lluvia fuerte,1,0,Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45,7,5,43.49,0.7,1,7,0.0
Salitre El Greco,Portal El Dorado,0,8,Lluvia,1,0,Salitre El Greco|El Tiempo|Av. Rojas|Portal El Dorado,4,2,21.68,0.7,1,4,3.82
Calle 85,Calle 63,4,13,Lluvia,0,0,Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63,6,4,21.48,0.533,1,6,1.33
Calle 72,Portal Norte,6,8,Lluvia fuerte,1,1,Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin|Portal Norte,16,14,90.32,0.4,1,16,0.0
Calle 26,Av. Jimenez,4,9,Lluvia,1,0,Calle 26|Profamilia|Av. Jimenez,3,1,15.29,0.767,1,3,5.44
Prado,Flores,6,20,Lluvia fuerte,0,1,Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores,11,9,47.16,0.218,1,11,0.0
Virrey,Calle 85,0,21,Lluvia fuerte,0,0,Virrey|Calle 85,2,0,4.5,0.4,1,2,8.57
Tercer Milenio,Ricaurte,6,19,Lluvia fuerte,1,1,Tercer Milenio|Comuneros|Santa Isabel|Ricaurte,4,2,17.16,0.3,1,4,5.24
Calle 72,Calle 45,0,8,Lluvia,1,0,Calle 72|Flores|Calle 63|Calle 45,4,2,17.16,0.65,1,4,4.19
Virrey,Ricaurte,1,22,Lluvia fuerte,0,0,Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel|Ricaurte,16,14,87.3,0.475,1,16,0.0
Salitre El Greco,Calle 106,3,13,Normal,0,0,Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106,13,11,49.9,0.5,1,13,0.0
Calle 100,Flores,2,13,Normal,0,0,Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores,7,5,23.9,0.529,1,7,0.0
Av. Jimenez,Tercer Milenio,4,7,Lluvia fuerte,1,0,Av. Jimenez|Tercer Milenio,2,0,7.02,0.7,1,2,7.55
El Tiempo,Calle 85,6,14,Lluvia fuerte,0,1,El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85,11,9,47.76,0.2,1,11,0.0
El Tiempo,Calle 100,5,22,Lluvia fuerte,0,1,El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100,13,11,57.72,0.2,1,13,0.0
Prado,Portal Norte,2,8,Normal,1,0,Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin|Portal Norte,7,5,28.73,0.643,1,7,0.0
Calle 45,Calle 142,3,14,Normal,0,0,Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142,15,13,53.5,0.473,1,15,0.0
Pepe Sierra,Comuneros,3,7,Lluvia,1,0,Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros,17,15,99.06,0.676,1,17,0.0
Portal El Dorado,Heroes,1,9,Lluvia,1,0,Portal El Dorado|Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes,12,10,72.7,0.717,1,12,0.0
Calle 106,Prado,2,5,Lluvia,0,0,Calle 106|Pepe Sierra|Calle 127|Prado,4,2,13.2,0.5,1,4,4.84
Portal Norte,Portal El Dorado,2,7,Normal,1,0,Portal Norte|Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas|Portal El Dorado,25,23,126.75,0.692,1,25,0.0
Flores,Mazuren,6,10,Lluvia fuerte,0,1,Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren,14,12,60.24,0.171,1,14,0.0
Calle 127,Calle 142,5,15,Lluvia fuerte,0,1,Calle 127|Prado|Alcala|Calle 142,4,2,13.2,0.15,1,4,5.89
Calle 142,Prado,4,11,Lluvia fuerte,0,0,Calle 142|Alcala|Prado,3,1,10.5,0.367,1,3,6.88
Virrey,Calle 72,3,5,Lluvia fuerte,0,0,Virrey|Calle 85|Heroes|Calle 76|Calle 72,5,3,21.45,0.54,1,5,2.81
Virrey,Portal Norte,0,6,Lluvia fuerte,1,0,Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin|Portal Norte,12,10,83.66,0.667,1,12,0.0
Pepe Sierra,Cardio Infantil,1,16,Lluvia,1,0,Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil,7,5,34.94,0.643,1,7,0.0
Calle 142,Prado,5,13,Normal,0,1,Calle 142|Alcala|Prado,3,1,5.6,0.067,1,3,8.02
Heroes,Calle 85,0,22,Lluvia fuerte,0,0,Heroes|Calle 85,2,0,7.2,0.6,1,2,7.84
Calle 106,Santa Isabel,0,6,Normal,1,0,Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel,17,15,83.46,0.665,1,17,0.0
Calle 127,Tercer Milenio,2,10,Lluvia,0,0,Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio,17,15,78.36,0.5,1,17,0.0
Santa Isabel,Virrey,3,6,Normal,1,0,Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey,15,13,70.98,0.66,1,15,0.0
Tercer Milenio,Santa Isabel,6,9,Lluvia fuerte,1,1,Tercer Milenio|Comuneros|Santa Isabel,3,1,10.92,0.2,1,3,7.35
Portal Norte,Marly,5,16,Lluvia,1,1,Portal Norte|Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly,20,18,89.98,0.38,1,20,0.0
Pepe Sierra,Salitre El Greco,5,19,Normal,1,1,Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco,14,12,55.22,0.4,1,14,0.0
El Tiempo,Calle 100,3,12,Normal,0,0,El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100,13,11,48.1,0.5,1,13,0.0
Virrey,Comuneros,5,15,Normal,0,1,Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros,14,12,40.16,0.171,1,14,0.0
Calle 26,Profamilia,4,7,Normal,1,0,Calle 26|Profamilia,2,0,6.24,0.7,1,2,7.59
Calle 76,Calle 127,4,18,Lluvia,1,0,Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127,8,6,44.62,0.725,1,8,0.0
Mazuren,Calle 100,3,6,Lluvia,1,0,Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100,8,6,41.18,0.65,1,8,0.0
Comuneros,Calle 45,5,9,Lluvia fuerte,1,1,Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45,7,5,39.47,0.343,1,7,0.0
Calle 142,Av. Jimenez,4,16,Lluvia fuerte,1,0,Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez,19,17,140.4,0.689,1,19,0.0
Portal El Dorado,Heroes,3,5,Normal,0,0,Portal El Dorado|Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes,12,10,46.6,0.517,1,12,0.0
Heroes,Alcala,2,13,Lluvia fuerte,0,0,Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala,9,7,49.95,0.5,1,9,0.0
Calle 142,Ricaurte,0,17,Lluvia,1,0,Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel|Ricaurte,23,21,135.1,0.674,1,23,0.0
Profamilia,Pepe Sierra,1,21,Normal,0,0,Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra,14,12,51.4,0.486,1,14,0.0
Calle 72,Calle 76,1,16,Lluvia fuerte,1,0,Calle 72|Calle 76,2,0,7.02,0.8,1,2,7.25
Heroes,Portal Norte,6,21,Lluvia,0,1,Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin|Portal Norte,14,12,48.96,0.186,1,14,0.0
Prado,Calle 45,6,22,Lluvia fuerte,0,1,Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45,13,11,56.04,0.2,1,13,0.0
Calle 142,Ricaurte,3,17,Lluvia fuerte,1,0,Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel|Ricaurte,23,21,168.87,0.674,1,23,0.0
Profamilia,Flores,5,7,Lluvia fuerte,1,1,Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores,6,4,32.14,0.333,1,6,1.39
Toberin,Flores,5,18,Lluvia,1,1,Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores,16,14,71.01,0.375,1,16,0.0
Portal El Dorado,Cardio Infantil,6,21,Lluvia fuerte,0,1,Portal El Dorado|Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil,23,21,107.88,0.183,1,23,0.0
Toberin,Cardio Infantil,2,7,Normal,1,0,Toberin|Cardio Infantil,2,0,4.29,0.7,1,2,7.69
Calle 142,Calle 106,0,9,Normal,1,0,Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106,6,4,23.92,0.633,1,6,0.9
Calle 100,Calle 63,2,17,Normal,1,0,Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63,8,6,34.97,0.725,1,8,0.0
Comuneros,El Tiempo,2,11,Lluvia,0,0,Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Salitre El Greco|El Tiempo,7,5,30.36,0.443,1,7,0.0
Av. Jimenez,Flores,0,17,Normal,1,0,Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores,7,5,34.58,0.671,1,7,0.0
Profamilia,Santa Isabel,3,9,Normal,1,0,Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel,5,3,20.28,0.58,1,5,2.75
Heroes,Pepe Sierra,2,9,Lluvia,1,0,Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra,6,4,32.6,0.7,1,6,0.27
Mazuren,Profamilia,2,11,Lluvia,0,0,Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia,19,17,85.2,0.468,1,19,0.0
Calle 76,Profamilia,0,8,Normal,1,0,Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia,8,6,35.88,0.675,1,8,0.0
Calle 45,Calle 127,6,21,Lluvia fuerte,0,1,Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127,12,10,51.0,0.2,1,12,0.0
Marly,Calle 26,3,6,Lluvia fuerte,1,0,Marly|Calle 26,2,0,10.73,0.8,1,2,7.06
Ricaurte,Calle 85,2,20,Normal,0,0,Ricaurte|Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85,15,13,56.1,0.487,1,15,0.0
Marly,Calle 72,6,18,Normal,1,1,Marly|Calle 45|Calle 63|Flores|Calle 72,5,3,14.14,0.36,1,5,3.71
Marly,Calle 127,6,21,Lluvia,0,1,Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127,13,11,43.97,0.2,1,13,0.0
Profamilia,El Tiempo,3,16,Lluvia,1,0,Profamilia|Calle 26|Salitre El Greco|El Tiempo,4,2,20.75,0.65,1,4,4.01
Comuneros,Ricaurte,4,20,Normal,0,0,Comuneros|Santa Isabel|Ricaurte,3,1,8.0,0.433,1,3,6.8
Santa Isabel,Calle 26,5,6,Lluvia fuerte,1,1,Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26,6,4,31.2,0.333,1,6,1.44
Calle 127,Santa Isabel,3,13,Lluvia,0,0,Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel,19,17,86.76,0.479,1,19,0.0
Santa Isabel,Marly,0,13,Lluvia,0,0,Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly,7,5,31.2,0.443,1,7,0.0
Comuneros,Prado,4,13,Lluvia fuerte,0,0,Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado,19,17,107.1,0.489,1,19,0.0
Calle 127,Calle 63,1,21,Lluvia fuerte,0,0,Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63,11,9,58.5,0.518,1,11,0.0
Prado,Comuneros,2,17,Lluvia fuerte,1,0,Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros,19,17,139.62,0.689,1,19,0.0
Prado,Calle 63,0,8,Lluvia,1,0,Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63,12,10,65.99,0.717,1,12,0.0
Calle 76,Salitre El Greco,6,18,Lluvia fuerte,1,1,Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco,8,6,44.93,0.4,1,8,0.0
Heroes,Calle 45,2,22,Lluvia,0,0,Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45,6,4,21.48,0.5,1,6,1.43
Flores,Prado,3,19,Lluvia fuerte,1,0,Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado,11,9,75.66,0.718,1,11,0.0
Calle 63,Comuneros,4,15,Normal,0,0,Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros,8,6,29.3,0.45,1,8,0.0
Santa Isabel,Calle 85,5,9,Lluvia,1,1,Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85,14,12,64.02,0.371,1,14,0.0
Flores,Marly,4,19,Lluvia,1,0,Flores|Calle 63|Calle 45|Marly,4,2,16.22,0.6,1,4,4.39
Santa Isabel,Flores,6,11,Lluvia fuerte,0,1,Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores,10,8,43.92,0.12,1,10,0.0
Calle 142,Calle 85,1,6,Normal,1,0,Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85,9,7,40.82,0.656,1,9,0.0
Flores,Mazuren,5,17,Normal,1,1,Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren,14,12,52.21,0.371,1,14,0.0
Portal El Dorado,Calle 76,6,11,Normal,0,1,Portal El Dorado|Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76,11,9,34.64,0.2,1,11,0.0
Prado,Calle 45,3,5,Normal,0,0,Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45,13,11,46.7,0.5,1,13,0.0
Salitre El Greco,Tercer Milenio,6,22,Lluvia fuerte,0,1,Salitre El Greco|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio,5,3,22.68,0.2,1,5,3.77
Heroes,Calle 45,5,17,Normal,1,1,Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45,6,4,18.62,0.4,1,6,1.87
Mazuren,Portal El Dorado,5,16,Lluvia fuerte,1,1,Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas|Portal El Dorado,22,20,134.32,0.382,1,22,0.0
Calle 85,Virrey,3,14,Normal,0,0,Calle 85|Virrey,2,0,3.3,0.4,1,2,8.64
Alcala,Comuneros,6,11,Lluvia,0,1,Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros,20,18,72.58,0.18,1,20,0.0
Calle 142,Pepe Sierra,4,11,Lluvia,0,0,Calle 142|Alcala|Prado|Calle 127|Pepe Sierra,5,3,18.12,0.46,1,5,3.21
Calle 100,Toberin,5,21,Normal,0,1,Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin,10,8,26.8,0.16,1,10,0.0
Calle 72,Ricaurte,5,11,Lluvia,0,1,Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel|Ricaurte,12,10,42.14,0.167,1,12,0.0
Ricaurte,Calle 26,0,19,Normal,1,0,Ricaurte|Santa Isabel|Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26,7,5,32.24,0.671,1,7,0.0
Marly,Salitre El Greco,4,18,Lluvia,1,0,Marly|Calle 26|Salitre El Greco,3,1,17.94,0.767,1,3,5.3
Av. Jimenez,Calle 26,4,22,Normal,0,0,Av. Jimenez|Profamilia|Calle 26,3,1,10.0,0.567,1,3,6.3
Marly,Calle 127,3,14,Lluvia,0,0,Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127,13,11,54.96,0.5,1,13,0.0
Calle 72,Calle 45,6,8,Lluvia fuerte,1,1,Calle 72|Flores|Calle 63|Calle 45,4,2,17.16,0.35,1,4,5.09
Calle 72,Calle 127,1,6,Lluvia,1,0,Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127,9,7,50.23,0.744,1,9,0.0
Tercer Milenio,Calle 26,6,18,Lluvia,1,1,Tercer Milenio|Av. Jimenez|Profamilia|Calle 26,4,2,16.22,0.4,1,4,4.99
Virrey,Calle 142,2,15,Lluvia,0,0,Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142,8,6,33.84,0.45,1,8,0.0
Mazuren,Marly,2,18,Lluvia,1,0,Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly,17,15,94.69,0.665,1,17,0.0
Marly,Flores,1,17,Lluvia fuerte,1,0,Marly|Calle 45|Calle 63|Flores,4,2,20.67,0.6,1,4,4.17
Portal Norte,Heroes,6,11,Lluvia,0,1,Portal Norte|Toberin|Cardio Infantil|Mazuren|Calle 142|Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes,14,12,49.15,0.186,1,14,0.0
Portal El Dorado,Flores,1,22,Lluvia fuerte,0,0,Portal El Dorado|Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores,9,7,55.05,0.478,1,9,0.0
Pepe Sierra,Portal El Dorado,6,8,Normal,1,1,Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26|Salitre El Greco|El Tiempo|Av. Rojas|Portal El Dorado,17,15,69.68,0.4,1,17,0.0
Av. Rojas,Marly,4,9,Lluvia fuerte,1,0,Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Marly,5,3,36.86,0.7,1,5,1.56
Calle 85,Portal Norte,6,9,Normal,1,1,Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado|Alcala|Calle 142|Mazuren|Cardio Infantil|Toberin|Portal Norte,13,11,48.05,0.369,1,13,0.0
Profamilia,Prado,1,6,Lluvia,1,0,Profamilia|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado,16,14,92.66,0.7,1,16,0.0
Av. Rojas,Prado,6,10,Normal,0,1,Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106|Pepe Sierra|Calle 127|Prado,18,16,54.64,0.2,1,18,0.0
Av. Rojas,Calle 106,0,12,Lluvia,0,0,Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Marly|Calle 45|Calle 63|Flores|Calle 72|Calle 76|Heroes|Calle 85|Virrey|Calle 100|Calle 106,15,13,68.76,0.487,1,15,0.0
Alcala,Calle 26,4,22,Normal,0,0,Alcala|Prado|Calle 127|Pepe Sierra|Calle 106|Calle 100|Virrey|Calle 85|Heroes|Calle 76|Calle 72|Flores|Calle 63|Calle 45|Marly|Calle 26,16,14,59.2,0.5,1,16,0.0
Av. Rojas,Ricaurte,0,14,Lluvia fuerte,0,0,Av. Rojas|El Tiempo|Salitre El Greco|Calle 26|Profamilia|Av. Jimenez|Tercer Milenio|Comuneros|Santa Isabel|Ricaurte,10,8,55.95,0.46,1,10,0.0
Comuneros,Marly,4,19,Lluvia fuerte,1,0,Comuneros|Tercer Milenio|Av. Jimenez|Profamilia|Calle 26|Marly,6,4,42.9,0.667,1,6,0.0
